time	V(vout)
Step Information: Run=0  (Run: 1/129)
8.795580061468478e-001	1.502979e-002
8.795580291683045e-001	1.904877e-002
8.795580485394403e-001	2.478789e-002
8.795580653121000e-001	3.335089e-002
8.795580804404928e-001	4.682119e-002
8.795580949702035e-001	6.974174e-002
8.795581110140383e-001	1.122712e-001
8.795581265823174e-001	1.762394e-001
8.795581492609195e-001	3.006241e-001
8.795581736634581e-001	4.549870e-001
8.795582001783089e-001	6.328906e-001
8.795582386007155e-001	8.953217e-001
8.795583154455251e-001	1.406114e+000
8.795584135656611e-001	2.011019e+000
8.795585140202000e-001	2.572816e+000
8.795585641643662e-001	2.797408e+000
8.795586073276773e-001	2.919684e+000
8.795586594330445e-001	3.000402e+000
8.795586926463024e-001	3.027807e+000
8.795587364186197e-001	3.047375e+000
8.795587839100421e-001	3.060431e+000
8.795588535023597e-001	3.071951e+000
8.795589359447220e-001	3.080169e+000
8.795590589885656e-001	3.087262e+000
8.795592145929092e-001	3.092412e+000
8.795594507873794e-001	3.096688e+000
8.795597840464282e-001	3.099814e+000
8.795615525937954e-001	3.104458e+000
8.795638256888481e-001	3.105660e+000
8.795683718789569e-001	3.106203e+000
8.795774642591709e-001	3.106344e+000
9.014047575821316e-001	3.106290e+000
9.096047575821125e-001	3.106290e+000
9.366047575820495e-001	3.106291e+000
9.679047575819766e-001	3.106292e+000
1.004104757581892e+000	3.106292e+000
1.012004757581874e+000	3.106293e+000
1.054904757581774e+000	3.106294e+000
1.104404757581659e+000	3.106295e+000
1.114404757581635e+000	3.106295e+000
1.173404757581498e+000	3.106295e+000
1.216804757581397e+000	3.106293e+000
1.283504757581241e+000	3.106251e+000
1.319204757581158e+000	3.106131e+000
1.359604757581064e+000	3.105651e+000
1.389604757580994e+000	3.104376e+000
1.408004757580951e+000	3.100249e+000
1.410004757580946e+000	3.096909e+000
1.410104757580946e+000	3.096214e+000
1.410117257580946e+000	3.096092e+000
1.410142257580947e+000	3.095779e+000
1.410214132580943e+000	3.089268e+000
1.410219015761921e+000	3.074651e+000
1.410219504964363e+000	3.066719e+000
1.410219749565588e+000	3.058660e+000
1.410219847406076e+000	3.051710e+000
1.410220043087055e+000	3.027565e+000
1.410220123274385e+000	3.005764e+000
1.410220184024446e+000	2.968737e+000
1.410220230007699e+000	2.907570e+000
1.410220274207834e+000	2.791177e+000
1.410220323107001e+000	2.585351e+000
1.410220383356215e+000	2.263078e+000
1.410220446583196e+000	1.892851e+000
1.410220519192261e+000	1.435907e+000
1.410220664410389e+000	4.653838e-001
1.410220709156569e+000	1.758098e-001
1.410220732365826e+000	4.931981e-002
1.410220741094854e+000	1.868972e-002
1.410220746197414e+000	1.009360e-002
1.410220748529671e+000	8.073281e-003
1.410220751639884e+000	6.349829e-003
1.410220753910490e+000	5.440841e-003
1.410220756450379e+000	4.692327e-003
1.410220759511546e+000	4.019958e-003
1.410220762715575e+000	3.501141e-003
1.410220767628651e+000	2.937449e-003
1.410220772772139e+000	2.530321e-003
1.410220781367471e+000	2.088636e-003
1.410220790365159e+000	1.795997e-003
1.410220806404542e+000	1.488552e-003
1.410220822958269e+000	1.303894e-003
1.410220856065720e+000	1.106807e-003
1.410220889285782e+000	9.988631e-004
1.410220955725904e+000	8.933382e-004
1.410221033834720e+000	8.303594e-004
1.410221190052351e+000	7.764400e-004
1.410221487377967e+000	7.348571e-004
1.410222082029204e+000	7.068675e-004
1.410223271331674e+000	6.903598e-004
1.410225649936614e+000	6.822363e-004
1.410230407146496e+000	6.791137e-004
1.410239921566259e+000	6.783825e-004
1.416173123442924e+000	6.784892e-004
1.456173123442831e+000	6.772907e-004
1.496173123442738e+000	6.762501e-004
1.518573123442685e+000	6.757285e-004
1.558573123442592e+000	6.748938e-004
1.598573123442499e+000	6.741691e-004
1.620973123442447e+000	6.738058e-004
1.660973123442354e+000	6.732257e-004
1.701073123442260e+000	6.727370e-004
1.723373123442208e+000	6.725363e-004
1.763473123442115e+000	6.726650e-004
1.791373123442050e+000	6.742744e-004
1.811473123442003e+000	6.791166e-004
1.825773123441969e+000	6.992315e-004
1.828573123441963e+000	7.275776e-004
1.829273123441961e+000	7.546696e-004
1.829573123441961e+000	7.833858e-004
1.829673123441960e+000	8.011338e-004
1.829773123441960e+000	8.307293e-004
1.829873123441960e+000	8.749252e-004
1.829885623441960e+000	8.846921e-004
1.829910623441961e+000	9.203299e-004
1.829960623441963e+000	1.037098e-003
1.829973123441963e+000	1.092744e-003
1.829976248441962e+000	1.116484e-003
1.829982498441961e+000	1.246020e-003
1.829994998441961e+000	1.759337e-003
1.829995763535994e+000	1.869201e-003
1.829997293724059e+000	2.308214e-003
1.829997676271074e+000	2.557313e-003
1.829998441365106e+000	3.424797e-003
1.829998541855954e+000	3.643509e-003
1.829998742837653e+000	4.328701e-003
1.829998793083078e+000	4.580837e-003
1.829998893573926e+000	5.315570e-003
1.829998970547266e+000	6.144126e-003
1.829999036556746e+000	7.239916e-003
1.829999082562409e+000	8.442120e-003
1.829999124508554e+000	1.019714e-002
1.829999159192433e+000	1.255131e-002
1.829999186342892e+000	1.561257e-002
1.829999208581722e+000	1.982918e-002
1.829999227359174e+000	2.588071e-002
1.829999243753218e+000	3.498485e-002
1.829999258711901e+000	4.947661e-002
1.829999273261471e+000	7.425898e-002
1.829999289110912e+000	1.191557e-001
1.829999305098223e+000	1.882755e-001
1.829999330012299e+000	3.293612e-001
1.829999357322620e+000	5.048053e-001
1.829999384711091e+000	6.896647e-001
1.829999429121799e+000	9.933503e-001
1.829999517943215e+000	1.579500e+000
1.829999609015296e+000	2.128194e+000
1.829999702602365e+000	2.634256e+000
1.829999747269959e+000	2.821326e+000
1.829999794721243e+000	2.942011e+000
1.829999841188766e+000	3.006097e+000
1.829999878428986e+000	3.032963e+000
1.829999920640876e+000	3.050124e+000
1.829999972318561e+000	3.062903e+000
1.830000045099624e+000	3.073829e+000
1.830000132136266e+000	3.081633e+000
1.830000264795160e+000	3.088495e+000
1.830000427743752e+000	3.093279e+000
1.830000697826439e+000	3.097449e+000
1.830001129891606e+000	3.100691e+000
1.830003680540870e+000	3.105114e+000
1.830007053578726e+000	3.106036e+000
1.830013799654441e+000	3.106370e+000
1.851808244714398e+000	3.106289e+000
1.877408244714339e+000	3.106290e+000
1.907208244714269e+000	3.106291e+000
1.923008244714232e+000	3.106292e+000
1.959908244714146e+000	3.106293e+000
2.002408244714047e+000	3.106294e+000
2.025408244713994e+000	3.106294e+000
2.078008244713871e+000	3.106295e+000
2.127808244713755e+000	3.106295e+000
2.191508244713607e+000	3.106288e+000
2.230208244713516e+000	3.106257e+000
2.286108244713386e+000	3.106006e+000
2.321908244713303e+000	3.105329e+000
2.332608244713278e+000	3.104870e+000
2.354808244713226e+000	3.102047e+000
2.360408244713213e+000	3.097128e+000
2.360508244713213e+000	3.096595e+000
2.360520744713213e+000	3.096499e+000
2.360545744713214e+000	3.096225e+000
2.360655900963209e+000	3.090158e+000
2.360661685643919e+000	3.080057e+000
2.360662806168897e+000	3.066697e+000
2.360662944463360e+000	3.062500e+000
2.360663221052288e+000	3.048169e+000
2.360663267822343e+000	3.043834e+000
2.360663361362452e+000	3.029341e+000
2.360663424825329e+000	3.012272e+000
2.360663486126494e+000	2.980484e+000
2.360663532862407e+000	2.930028e+000
2.360663576383971e+000	2.832611e+000
2.360663627700081e+000	2.637637e+000
2.360663681637043e+000	2.362092e+000
2.360663742907754e+000	2.011870e+000
2.360663809108267e+000	1.609638e+000
2.360663886790700e+000	1.097912e+000
2.360663965515286e+000	5.661615e-001
2.360664036473548e+000	1.003777e-001
2.360664039374203e+000	8.341737e-002
2.360664045175518e+000	5.541209e-002
2.360664051438903e+000	3.178758e-002
2.360664057511634e+000	1.689794e-002
2.360664063082108e+000	9.196707e-003
2.360664065450497e+000	7.396456e-003
2.360664069201501e+000	5.729200e-003
2.360664073560336e+000	4.438181e-003
2.360664077600717e+000	3.680034e-003
2.360664084540765e+000	2.868856e-003
2.360664091102446e+000	2.392652e-003
2.360664102477148e+000	1.912367e-003
2.360664113975343e+000	1.627043e-003
2.360664134794643e+000	1.345131e-003
2.360664157355664e+000	1.176550e-003
2.360664199813684e+000	1.016403e-003
2.360664249405019e+000	9.208150e-004
2.360664347898162e+000	8.337048e-004
2.360664471023565e+000	7.827060e-004
2.360664717274371e+000	7.409293e-004
2.360665085839898e+000	7.151634e-004
2.360667297233068e+000	6.861974e-004
2.360670245757294e+000	6.806840e-004
2.360676142805744e+000	6.788305e-004
2.400653054259159e+000	6.774588e-004
2.428553054259094e+000	6.767020e-004
2.468553054259001e+000	6.757389e-004
2.499953054258928e+000	6.750728e-004
2.500000000000000e+000	6.750723e-004
Step Information: Run=33  (Run: 34/129)
0.000000000000000e+000	3.106327e+000
9.999999999621423e-006	3.106305e+000
2.999999999886427e-005	3.106294e+000
5.474999999987062e-002	3.106294e+000
1.019499999997606e-001	3.106295e+000
1.700499999996019e-001	3.106294e+000
2.043499999995220e-001	3.106289e+000
2.802499999993451e-001	3.106182e+000
3.067499999992833e-001	3.106035e+000
3.472499999991889e-001	3.105404e+000
3.773499999991188e-001	3.103676e+000
3.924499999990836e-001	3.096620e+000
3.926203124990799e-001	3.092286e+000
3.926313550116305e-001	3.084377e+000
3.926334552627218e-001	3.068972e+000
3.926336323237862e-001	3.064302e+000
3.926339864459187e-001	3.047304e+000
3.926340288729904e-001	3.043445e+000
3.926341137271336e-001	3.030071e+000
3.926341840340228e-001	3.011349e+000
3.926342408140116e-001	2.982352e+000
3.926342872568611e-001	2.933593e+000
3.926343304197317e-001	2.839896e+000
3.926343819741440e-001	2.648380e+000
3.926344342890573e-001	2.384329e+000
3.926344931216015e-001	2.049876e+000
3.926345587416478e-001	1.653580e+000
3.926346362826898e-001	1.145499e+000
3.926347149785663e-001	6.137637e-001
3.926347899815568e-001	1.180318e-001
3.926347934498295e-001	9.727651e-002
3.926348003863751e-001	6.186550e-002
3.926348063854661e-001	3.685502e-002
3.926348117039247e-001	2.173875e-002
3.926348182865027e-001	1.047776e-002
3.926348202890466e-001	8.496848e-003
3.926348235603641e-001	6.644507e-003
3.926348271581297e-001	5.251897e-003
3.926348315733748e-001	4.146634e-003
3.926348365592105e-001	3.352888e-003
3.926348432942106e-001	2.687987e-003
3.926348512071733e-001	2.211596e-003
3.926348625066609e-001	1.811940e-003
3.926348765944496e-001	1.524659e-003
3.926348975967962e-001	1.288746e-003
3.926349254265098e-001	1.120429e-003
3.926349691018984e-001	9.856160e-004
3.926350308189939e-001	8.911401e-004
3.926351337958671e-001	8.179284e-004
3.926352894662415e-001	7.684130e-004
3.926355698812962e-001	7.317842e-004
3.926360253237959e-001	7.086394e-004
3.926386085939164e-001	6.841459e-004
3.926419585061325e-001	6.798545e-004
3.926486583305682e-001	6.783140e-004
4.032424558726397e-001	6.783728e-004
4.474424558725367e-001	6.771899e-004
4.916424558724337e-001	6.761629e-004
5.056424558724011e-001	6.758667e-004
5.498424558722981e-001	6.750139e-004
5.940424558721951e-001	6.742735e-004
6.080424558721624e-001	6.740600e-004
6.523424558720592e-001	6.734444e-004
6.966424558719560e-001	6.729161e-004
7.104424558719238e-001	6.727726e-004
7.547424558718205e-001	6.724701e-004
7.979424558717199e-001	6.731284e-004
8.128424558716851e-001	6.741649e-004
8.353424558716327e-001	6.787970e-004
8.537424558715898e-001	7.101945e-004
8.554424558715859e-001	7.388772e-004
8.559424558715847e-001	7.646389e-004
8.562424558715840e-001	8.019076e-004
8.563424558715838e-001	8.281759e-004
8.564424558715835e-001	8.884348e-004
8.565424558715833e-001	1.011995e-003
8.565549558715837e-001	1.082061e-003
8.565799558715845e-001	1.366678e-003
8.565807371215861e-001	1.386469e-003
8.565822996215857e-001	1.461900e-003
8.565854246215849e-001	1.678227e-003
8.565862058715865e-001	1.776970e-003
8.565877683715861e-001	2.090920e-003
8.565881589965869e-001	2.231228e-003
8.565889402465885e-001	2.672694e-003
8.565891355590871e-001	2.863077e-003
8.565895261840879e-001	3.445104e-003
8.565896238403390e-001	3.678664e-003
8.565898191528376e-001	4.356281e-003
8.565898679809614e-001	4.603629e-003
8.565899656372125e-001	5.325461e-003
8.565900462173524e-001	6.194638e-003
8.565901077579063e-001	7.233698e-003
8.565901583358908e-001	8.562611e-003
8.565901958663069e-001	1.011288e-002
8.565902282564508e-001	1.224185e-002
8.565902554101719e-001	1.513419e-002
8.565902782180572e-001	1.917155e-002
8.565902975317599e-001	2.496803e-002
8.565903142632223e-001	3.362231e-002
8.565903293774966e-001	4.726290e-002
8.565903439100069e-001	7.047690e-002
8.565903599246028e-001	1.133974e-001
8.565903755571931e-001	1.781749e-001
8.565903985486152e-001	3.049583e-001
8.565904233991475e-001	4.625734e-001
8.565904500043224e-001	6.412654e-001
8.565904893091343e-001	9.098243e-001
8.565905679187580e-001	1.431881e+000
8.565906648044148e-001	2.027384e+000
8.565907637153707e-001	2.578731e+000
8.565908129145541e-001	2.798151e+000
8.565908563714366e-001	2.920580e+000
8.565909083060745e-001	3.000663e+000
8.565909418141580e-001	3.028131e+000
8.565909854336553e-001	3.047529e+000
8.565910331328759e-001	3.060564e+000
8.565911029817990e-001	3.072065e+000
8.565911855336488e-001	3.080252e+000
8.565913093702733e-001	3.087359e+000
8.565914645589920e-001	3.092453e+000
8.565917066003408e-001	3.096768e+000
8.565920472731960e-001	3.099892e+000
8.565939316750750e-001	3.104576e+000
8.565963522692641e-001	3.105727e+000
8.566011934576459e-001	3.106221e+000
8.566108758344058e-001	3.106337e+000
8.807464291090135e-001	3.106289e+000
9.090464291089475e-001	3.106290e+000
9.099464291089454e-001	3.106290e+000
9.430464291088683e-001	3.106291e+000
9.813464291087790e-001	3.106292e+000
1.012346429108707e+000	3.106293e+000
1.061146429108593e+000	3.106294e+000
1.114746429108468e+000	3.106295e+000
1.179746429108317e+000	3.106295e+000
1.217146429108230e+000	3.106294e+000
1.289846429108060e+000	3.106268e+000
1.319546429107991e+000	3.106217e+000
1.372246429107868e+000	3.105885e+000
1.409046429107782e+000	3.105011e+000
1.421946429107752e+000	3.104251e+000
1.441346429107707e+000	3.099690e+000
1.442846429107703e+000	3.097043e+000
1.442946429107703e+000	3.096498e+000
1.442958929107704e+000	3.096412e+000
1.442983929107705e+000	3.096161e+000
1.443091365685373e+000	3.091026e+000
1.443098042016864e+000	3.084506e+000
1.443099960936443e+000	3.074430e+000
1.443100656972547e+000	3.060972e+000
1.443100743488092e+000	3.057395e+000
1.443100916519185e+000	3.045488e+000
1.443100959776960e+000	3.040625e+000
1.443101046292505e+000	3.024880e+000
1.443101106304905e+000	3.005793e+000
1.443101162652305e+000	2.970760e+000
1.443101207890038e+000	2.912078e+000
1.443101251797792e+000	2.799718e+000
1.443101300533893e+000	2.597244e+000
1.443101365792462e+000	2.249329e+000
1.443101428430690e+000	1.882499e+000
1.443101501543072e+000	1.421470e+000
1.443101647767836e+000	4.404330e-001
1.443101666776240e+000	3.153148e-001
1.443101704793044e+000	8.710650e-002
1.443101717777267e+000	2.771776e-002
1.443101723080527e+000	1.442864e-002
1.443101727628537e+000	8.977011e-003
1.443101730362660e+000	7.097488e-003
1.443101734217276e+000	5.468287e-003
1.443101737898356e+000	4.443582e-003
1.443101743414914e+000	3.471817e-003
1.443101748948550e+000	2.857270e-003
1.443101757613373e+000	2.278422e-003
1.443101766820064e+000	1.909027e-003
1.443101782000142e+000	1.563601e-003
1.443101799133597e+000	1.342862e-003
1.443101828540687e+000	1.142762e-003
1.443101864165111e+000	1.014962e-003
1.443101928348376e+000	9.032367e-004
1.443102011693689e+000	8.331635e-004
1.443102172312454e+000	7.743241e-004
1.443102394731966e+000	7.388794e-004
1.443102839570990e+000	7.124384e-004
1.443105329337673e+000	6.849227e-004
1.443108649026584e+000	6.800160e-004
1.443115288404403e+000	6.782881e-004
1.487308239693792e+000	6.774586e-004
1.518208239693720e+000	6.767002e-004
1.562408239693617e+000	6.757377e-004
1.606608239693514e+000	6.749019e-004
1.620608239693482e+000	6.746609e-004
1.664908239693379e+000	6.739656e-004
1.709208239693275e+000	6.733626e-004
1.723008239693243e+000	6.731923e-004
1.767308239693140e+000	6.727111e-004
1.811608239693037e+000	6.724686e-004
1.825408239693005e+000	6.725449e-004
1.859308239692926e+000	6.738035e-004
1.882708239692871e+000	6.776995e-004
1.901808239692826e+000	6.969789e-004
1.905408239692818e+000	7.259083e-004
1.906308239692816e+000	7.574194e-004
1.906608239692815e+000	7.851426e-004
1.906708239692815e+000	8.015934e-004
1.906808239692815e+000	8.276215e-004
1.906908239692815e+000	8.865689e-004
1.907008239692814e+000	1.006201e-003
1.907020739692815e+000	1.063603e-003
1.907045739692816e+000	1.285741e-003
1.907046520942817e+000	1.299150e-003
1.907048083442817e+000	1.343702e-003
1.907051208442816e+000	1.457172e-003
1.907051989692818e+000	1.496985e-003
1.907053552192817e+000	1.652903e-003
1.907056677192816e+000	2.189263e-003
1.907057121995269e+000	2.397852e-003
1.907058011600174e+000	3.152006e-003
1.907058112802993e+000	3.306972e-003
1.907058315208627e+000	3.805895e-003
1.907058461720833e+000	4.357788e-003
1.907058600097383e+000	5.129441e-003
1.907058634691520e+000	5.419421e-003
1.907058703879795e+000	6.259151e-003
1.907058765685271e+000	7.346130e-003
1.907058812974366e+000	8.637627e-003
1.907058852060480e+000	1.032373e-002
1.907058884254383e+000	1.255003e-002
1.907058910931195e+000	1.556791e-002
1.907058933215016e+000	1.977289e-002
1.907058952106677e+000	2.582811e-002
1.907058968580657e+000	3.493654e-002
1.907058983556738e+000	4.939673e-002
1.907058998111793e+000	7.412646e-002
1.907059013977012e+000	1.189762e-001
1.907059029946041e+000	1.879139e-001
1.907059054788192e+000	3.284914e-001
1.907059082219817e+000	5.046687e-001
1.907059109512254e+000	6.888590e-001
1.907059153926785e+000	9.925723e-001
1.907059242755846e+000	1.578804e+000
1.907059333839094e+000	2.127631e+000
1.907059427445578e+000	2.633898e+000
1.907059472135956e+000	2.821152e+000
1.907059519558040e+000	2.940584e+000
1.907059571189972e+000	3.009609e+000
1.907059609727657e+000	3.036153e+000
1.907059651603110e+000	3.052035e+000
1.907059705238815e+000	3.064406e+000
1.907059780973555e+000	3.075040e+000
1.907059871343012e+000	3.082590e+000
1.907060009879512e+000	3.089244e+000
1.907060180065272e+000	3.093852e+000
1.907060473176770e+000	3.097965e+000
1.907060944926275e+000	3.101128e+000
1.907061888425282e+000	3.103640e+000
1.907063775423300e+000	3.105292e+000
1.907067549419331e+000	3.106105e+000
1.907075097411394e+000	3.106370e+000
1.922580769300240e+000	3.106289e+000
1.949480769300177e+000	3.106290e+000
1.980880769300104e+000	3.106291e+000
2.017180769300019e+000	3.106292e+000
2.024980769300001e+000	3.106292e+000
2.068080769299900e+000	3.106293e+000
2.117780769299785e+000	3.106294e+000
2.127380769299762e+000	3.106294e+000
2.186280769299625e+000	3.106295e+000
2.229780769299524e+000	3.106295e+000
2.299680769299361e+000	3.106290e+000
2.332180769299285e+000	3.106275e+000
2.402980769299120e+000	3.106071e+000
2.434580769299046e+000	3.105708e+000
2.468480769298967e+000	3.104536e+000
2.490080769298917e+000	3.100887e+000
2.493380769298909e+000	3.096634e+000
2.493480769298909e+000	3.095758e+000
2.493493269298909e+000	3.095573e+000
2.493518269298910e+000	3.095049e+000
2.493561198049790e+000	3.089579e+000
2.493565136467300e+000	3.084449e+000
2.493567204136493e+000	3.073312e+000
2.493567794899121e+000	3.058651e+000
2.493567869326544e+000	3.054855e+000
2.493568018181392e+000	3.042255e+000
2.493568095679215e+000	3.030308e+000
2.493568188581019e+000	3.002843e+000
2.493568243195455e+000	2.968767e+000
2.493568289390989e+000	2.906121e+000
2.493568333425621e+000	2.789404e+000
2.493568381931659e+000	2.584654e+000
2.493568441522744e+000	2.265700e+000
2.493568504599473e+000	1.896460e+000
2.493568577210422e+000	1.440199e+000
2.493568707624760e+000	5.676374e-001
2.493568755083103e+000	2.525227e-001
2.493568781167635e+000	9.599750e-002
2.493568795058518e+000	3.088569e-002
2.493568800098927e+000	1.706704e-002
2.493568806298640e+000	9.000256e-003
2.493568809160177e+000	6.896345e-003
2.493568812164078e+000	5.609992e-003
2.493568815548002e+000	4.603295e-003
2.493568819359389e+000	3.823124e-003
2.493568823827587e+000	3.203134e-003
2.493568830106380e+000	2.627996e-003
2.493568837049693e+000	2.220929e-003
2.493568848360727e+000	1.816736e-003
2.493568860381302e+000	1.562868e-003
2.493568884422452e+000	1.283806e-003
2.493568906750735e+000	1.139168e-003
2.493568951407301e+000	9.937069e-004
2.493569002702500e+000	9.062183e-004
2.493569105292895e+000	8.252942e-004
2.493569235604223e+000	7.768411e-004
2.493569496226876e+000	7.384879e-004
2.493570017472180e+000	7.100269e-004
2.493571059962790e+000	6.924229e-004
2.493573144944012e+000	6.832018e-004
2.493577314906453e+000	6.793686e-004
2.493585654831335e+000	6.782620e-004
2.499902413779683e+000	6.784963e-004
2.500000000000000e+000	6.784949e-004
Step Information: Run=34  (Run: 35/129)
0.000000000000000e+000	6.753028e-004
9.999999999621423e-006	6.787338e-004
2.999999999886427e-005	6.804517e-004
1.884999999995429e-002	6.867844e-004
3.134999999992516e-002	7.204282e-004
3.254999999992236e-002	7.477226e-004
3.294999999992143e-002	7.728350e-004
3.314999999992097e-002	7.988315e-004
3.324999999992073e-002	8.222864e-004
3.334999999992050e-002	8.702673e-004
3.344999999992027e-002	9.587536e-004
3.346249999992068e-002	9.853579e-004
3.348749999992151e-002	1.078701e-003
3.349374999991994e-002	1.126611e-003
3.350624999992036e-002	1.297164e-003
3.350937499991957e-002	1.434468e-003
3.351562499991800e-002	1.982562e-003
3.351605804294522e-002	2.082856e-003
3.351692412900320e-002	2.436993e-003
3.351714065051681e-002	2.578761e-003
3.351757369354402e-002	2.989796e-003
3.351768195430083e-002	3.140643e-003
3.351789847581443e-002	3.596414e-003
3.351810010560996e-002	4.187129e-003
3.351815051306062e-002	4.409369e-003
3.351825132795838e-002	5.065260e-003
3.351835101806699e-002	5.945137e-003
3.351837453823237e-002	6.244443e-003
3.351842157856311e-002	7.103110e-003
3.351847718098355e-002	8.600594e-003
3.351852271243416e-002	1.059155e-002
3.351855693403394e-002	1.311099e-002
3.351858315800627e-002	1.636808e-002
3.351860443589771e-002	2.082636e-002
3.351862258309879e-002	2.729053e-002
3.351863861568205e-002	3.713183e-002
3.351865341458193e-002	5.299444e-002
3.351866804930026e-002	8.032873e-002
3.351868373268019e-002	1.284117e-001
3.351870037726812e-002	2.039579e-001
3.351872385555410e-002	3.398206e-001
3.351874997157012e-002	5.089228e-001
3.351877793815916e-002	6.979377e-001
3.351882432367503e-002	1.014721e+000
3.351891709470678e-002	1.624761e+000
3.351900870872271e-002	2.171690e+000
3.351910476231979e-002	2.679553e+000
3.351914733438477e-002	2.845919e+000
3.351920028950772e-002	2.965070e+000
3.351923894025433e-002	3.011989e+000
3.351927881728045e-002	3.037009e+000
3.351932125255530e-002	3.052751e+000
3.351937703309105e-002	3.065247e+000
3.351945258880917e-002	3.075538e+000
3.351954543139613e-002	3.083035e+000
3.351968597479527e-002	3.089569e+000
3.351986036214782e-002	3.094125e+000
3.352015879164583e-002	3.098162e+000
3.352064138809396e-002	3.101271e+000
3.352160658099379e-002	3.103733e+000
3.352353696679344e-002	3.105343e+000
3.352739773839275e-002	3.106126e+000
3.353511928159136e-002	3.106375e+000
5.544322088632114e-002	3.106296e+000
8.124322088626101e-002	3.106297e+000
9.664322088622512e-002	3.106297e+000
1.290432208861496e-001	3.106298e+000
1.664432208860625e-001	3.106299e+000
1.990432208859865e-001	3.106300e+000
2.471432208858744e-001	3.106301e+000
3.014432208857478e-001	3.106302e+000
3.631432208856040e-001	3.106301e+000
4.038432208855092e-001	3.106292e+000
4.734432208853470e-001	3.106148e+000
5.062432208852705e-001	3.105838e+000
5.390432208851941e-001	3.104874e+000
5.615432208851416e-001	3.102028e+000
5.671432208851286e-001	3.097125e+000
5.672432208851284e-001	3.096596e+000
5.672557208851288e-001	3.096501e+000
5.672807208851296e-001	3.096229e+000
5.673869708851278e-001	3.090503e+000
5.673928302601290e-001	3.083786e+000
5.673941974476300e-001	3.076329e+000
5.673949786976316e-001	3.062333e+000
5.673952787372869e-001	3.051232e+000
5.673953347388405e-001	3.046697e+000
5.673954467419478e-001	3.031476e+000
5.673955096779579e-001	3.016073e+000
5.673955782803724e-001	2.983306e+000
5.673956264210425e-001	2.934668e+000
5.673956703190122e-001	2.840025e+000
5.673957232013471e-001	2.643625e+000
5.673957751963918e-001	2.380959e+000
5.673958339520056e-001	2.046613e+000
5.673958997821806e-001	1.648871e+000
5.673959770997286e-001	1.141984e+000
5.673960555933597e-001	6.114687e-001
5.673961300550587e-001	1.453471e-001
5.673961579100535e-001	1.592024e-002
5.673961618474372e-001	7.812846e-003
5.673961648724593e-001	6.223091e-003
5.673961690528309e-001	4.796915e-003
5.673961723368315e-001	4.032400e-003
5.673961758691988e-001	3.461240e-003
5.673961801518352e-001	2.966694e-003
5.673961847587066e-001	2.588035e-003
5.673961916887933e-001	2.196147e-003
5.673961988519665e-001	1.922677e-003
5.673962110459812e-001	1.625846e-003
5.673962236691992e-001	1.434524e-003
5.673962489156388e-001	1.214354e-003
5.673962725500310e-001	1.094624e-003
5.673963198188154e-001	9.701815e-004
5.673963761992340e-001	8.911263e-004
5.673964889600711e-001	8.201952e-004
5.673966915503819e-001	7.660305e-004
5.673970967309998e-001	7.280757e-004
5.673995278147110e-001	6.915893e-004
5.674027692596617e-001	6.859323e-004
5.674092521495631e-001	6.842604e-004
6.031000126080812e-001	6.830688e-004
6.431000126079880e-001	6.819878e-004
6.831000126078948e-001	6.810494e-004
7.055000126078426e-001	6.805789e-004
7.455000126077493e-001	6.798260e-004
7.855000126076561e-001	6.791725e-004
8.079000126076039e-001	6.788454e-004
8.480000126075105e-001	6.783295e-004
8.881000126074170e-001	6.779775e-004
9.103000126073653e-001	6.780179e-004
9.414000126072928e-001	6.792109e-004
9.627000126072431e-001	6.829562e-004
9.795000126072040e-001	6.987832e-004
9.837000126071942e-001	7.278006e-004
9.846000126071921e-001	7.567779e-004
9.849000126071914e-001	7.814376e-004
9.851000126071909e-001	8.169212e-004
9.852000126071907e-001	8.570677e-004
9.853000126071905e-001	9.286878e-004
9.853125126071909e-001	9.450067e-004
9.853375126071917e-001	9.954794e-004
9.853562626071906e-001	1.067607e-003
9.853593876071898e-001	1.085553e-003
9.853656376071882e-001	1.148782e-003
9.853781376071886e-001	1.367798e-003
9.853812626071878e-001	1.474242e-003
9.853820438571894e-001	1.519685e-003
9.853836063571890e-001	1.716120e-003
9.853867313571882e-001	2.436654e-003
9.853870843392265e-001	2.696580e-003
9.853877903032995e-001	3.670640e-003
9.853878536704528e-001	3.828249e-003
9.853879804047558e-001	4.361674e-003
9.853881340509716e-001	5.255409e-003
9.853881648589393e-001	5.523857e-003
9.853882264748748e-001	6.316475e-003
9.853882936441067e-001	7.585414e-003
9.853883436982933e-001	9.077735e-003
9.853883797379410e-001	1.080647e-002
9.853884093321916e-001	1.308258e-002
9.853884343994750e-001	1.620850e-002
9.853884558701296e-001	2.065185e-002
9.853884743108239e-001	2.713209e-002
9.853884905065193e-001	3.697130e-002
9.853885053474691e-001	5.275423e-002
9.853885199797183e-001	7.991856e-002
9.853885356862264e-001	1.278339e-001
9.853885522766781e-001	2.029248e-001
9.853885759430945e-001	3.397192e-001
9.853886020514118e-001	5.086972e-001
9.853886300550983e-001	6.979588e-001
9.853886762614721e-001	1.013563e+000
9.853887686742233e-001	1.621433e+000
9.853888601668253e-001	2.168073e+000
9.853889558654316e-001	2.675265e+000
9.853889985076663e-001	2.843248e+000
9.853890506922447e-001	2.962483e+000
9.853890900235633e-001	3.011066e+000
9.853891295579693e-001	3.036369e+000
